,asuult,angilal,on
,"Нэвтрүүлэгч нь антенн кабель, сэлгэн залгагчтай холбогдсон байна. Хэрвээ сэлгэн залгагчийн холболтын алдагдал нь 1дБ ба тусгаарлагч нь 20дБ  алдагдалтай байхад  сэлгэн залгагчийг хаалттай  ба нээлттэй үед цацаргалтын  чадлыг тооцоол.  Кабелийн алдагдал 2дБ байхаар тооцоологдоно. VSWR=2 оролттой байхад антенн нь 90%-н ашигтай цацаргалт хийнэ.",ойлгох,2
,Энгийн радио нэвтрүүлэх байгууламжын бүтцийн схемийг зурж тайлбарлана уу? ,ойлгох,2
,VSWR=2 холболттой байхад антенн  хэдэн хувийн ашигтай цацаргалт хийх вэ?,ойлгох,2
,Транзистороор хийгдсэн  өсгөгч  эрчим хүчний зарцуулалтын үр ашгийг хэдэн хувиар нэмэгдүүлэх вэ? Тайлбарлана уу. ,ойлгох,2
,"Хүлээн авагч нь 5.5дБ-ийн унтралттай, 2ГГц-ийн давтамжтай бөгөөд тасалгааны температурт ажиллаж байна. 1-дБ-ийн шахалтын цэгийн  оролт  нь 10 дБм үед Хувьсах цар болон детекторлох хамгийн бага дохионы түвшинг ол.",ойлгох,2
,Яагаад интермодуляцийн үр дүнгүүд нь ихэвчлэн гол чиглэлд үүсдэг вэ?,Сэргээн санах,1
,3-р эрэмбийн огтлолын цэгийг яаж тодорхойлдог вэ? Зурж тайлбарлана уу.,Сэргээн санах,1
,Cансрын холбооны системд ихэвчлэн.....................төрлийн антенн хэрэглэдэг.,Сэргээн санах,1
, Gregorian  антенны дэд ойлгогч...................хэлбэртэй байдаг.,Сэргээн санах,1
,Сансрын холбооны системд хамгийн өндөр өгөгдөл дамжуулах хурдыг гаргаж авах боломжой давтамжийн зурвасыг сонгоно уу?,Сэргээн санах,1
,Сансрын холбооны системд хамгийн өндөр өгөгдөл дамжуулах хурдыг гаргаж авах боломжой давтамжийн зурвасыг сонгоно уу?,Сэргээн санах,1
,Хиймэл дагуулийн ТВ-ийн өргөн нэвтрүүлэгт голлон ашигладаг дамжууллын топологийг сонгоно уу? ,Сэргээн санах,1
,GEO орбитод байгаа хиймэл дагуул ...................нэг үе тойрдог. ,Сэргээн санах,1
,Хиймэл дагуулын нэвтрүүлэх антенны диаметр нэмэгдэхэд EIRPS чадал.................. ,Сэргээн санах,1
,Орбитийн өндрөөс хамаарч  хиймэл дагуулын хурд.......................... ,Сэргээн санах,1
,"Газрын станц,  хиймэл дагуул хоорондын зай буурахад замын алдагдал.................... ",Сэргээн санах,1
,HPBW-3dB утгыг нэмэхэд аль орбитод  бүрхэлт хамгийн бага нэмэгдэх вэ?,Сэргээн санах,1
,C/NDLхарьцааг нэмэгдүүлэхийн дулд ямар параметрийг өөрчлөх шаардлагатай вэ? ,Сэргээн санах,1
,............ утга нэмэгдхэд шуугианы чадал ихсэнэ. ,Сэргээн санах,1
,HPA гаралтанд гарч байгаа дахио....................байдаг,Сэргээн санах,1
,............ утга нэмэгдэхэд EIRP ихсэнэ.,Сэргээн санах,1
,............ утгаас хамаарч гадаргуугийн цацаргалттай антенны өсгөлт ихсэнэ. ,Сэргээн санах,1
,Ra утгаас хамаарч ..................... харьцаа өөрчлөгдөнө.,Сэргээн санах,1
,Дохио дамжих замын алдагдал давтамж ............................ тусам нэмэгдэнэ. ,Сэргээн санах,1
, Сансрын холбооны системд дохио дамжих ........................ ........................ бусад системтэй харьцуулахад илүү байдаг,Сэргээн санах,1
,Сансрын холбооны газрын станц нь ..................... ..........................-ын үүрэг гүйцэтгэдэг,Сэргээн санах,1
,"Сансрын холбооны системд ............... ................., ................ .................., ....................... .................... байрлалаас хамаарч дохионы түвшин, саатал, утралт, өсгөлт гэх мэт параметрүүд ялгаатай гардаг.",Сэргээн санах,1
,Сансрын хөдөлгөөнт  холбооны системийн хиймэл дагуул ................................. орбитод байвал хэрэглэгчийн терминалд  илүү тохиромжтой байдаг. ,Сэргээн санах,1
,Ku зурваст ажиллах нэвтрүүлэх станцын парабол антенны HPBW=0.10  бол антенны диаметр хэд байх вэ?,Сэргээн санах,1
,"Газрын станцын нэвтрүүлэх антенны диаметр 2м, ашигт үйлийн коэффицент 60% бол 12.5ГГц-ийн давтамжинд ажилладаг парабол антенны өсгөлт хэд байх вэ",ойлгох,2
,"E 50 max  , mB E 10 min  бол XPD хэд байх вэ?",ойлгох,2
,"Газрын станцын уртраг 860W, өргөрөг  320N,  хиймэл дагуул 1380W-д байрладаг бол төв өнцгийг тооцоолж, уг газрын станцын хувьд тухайн хиймэл дагуулаас дохио хүлээж авах боложтой эсэхийг тодорхойл.",ойлгох,2
,Шуугианы коэффициент 2.5 дБ бол LNA өсгүүрийн шуугианы температур хэд байх вэ.,ойлгох,2
,"Тойрог замын өндөр 250км, дэлхийн радиус 6378км үед шугаман хурд ..... км/с байна.",ойлгох,2
,"Мэдээллийн хурд 34368 Кб/с, FEC кодлол ¾, α=0.35 үед QPSK модуляцитай системд шаардагдах зурвасын өргөн хэд байх вэ?",ойлгох,2
,"Мэдээллийн хурд 34368 Кб/с, FEC кодлол ¾, α=0.35 үед QPSK модуляцитай системд шаардагдах зурвасын өргөн хэд байх вэ?",ойлгох,2
,18м2  ашигтай талбай бүхий  парабол антенн 20ГГц давтамж дээр ажиллаж байгаа бол 3 дБ  цацрагийн өргөнийг тооцоол.,ойлгох,2
,Газрын станцын антенны хамгийн их өсгөлт 60дБ HPA ийн гаралтын чадал 10кW. Фидерийн байгууламжийн унтралт нь 2дБ байх үед газрын станцын EIRP чадлыг тооцоол.,ойлгох,2
,Дугаарлалтанд үсэг-цифрийн форматыгашиглана,Сэргээн санах,1
,Үйл ажиллагааны тоо хэмжээнээс шууд хамаардаг зардлыг шууд бус зардал гэнэ,Сэргээн санах,1
